Sample,,,,,,,leucine Results,phenylalanine Results,isoleucine Results,tryptophan Results,methionine Results,proline Results,valine Results,tyrosine Results,glucose Results,alanine Results,threonine Results,glutamine Results,glycine Results,asparagine Results,histidine Results,serine Results,glutamate Results,aspartate Results,lysine Results,arginine Results
,,Name,Data File,Type,Level,Acq. Date-Time,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.,Final Conc.
!,!,3B10-B-t4-d1,20151123_SJ_OAM1_6460_3B10-B-t4-d1_HLPos_3B10-B-t4-d1_036.d,Sample,,11/24/2015 3:12 PM,76204.4791,92035.6481,80592.8357,95405.3315,86571.0618,87533.7155,82667.3739,7319.3472,10906.6518,78726.5283,83703.7292,65095.2949,104271.0863,88678.5800,67707.4680,60956.1311,108702.7487,66773.5495,94650.9304,85212.2861
,!,3B10-A-t5-d2,20151123_SJ_OAM1_6460_3B10-A-t5-d2_HLPos_3B10-A-t5-d2_037.d,Sample,,11/24/2015 3:53 PM,47165.7572,84505.0517,53874.9453,82810.7829,78078.6333,78804.6150,59893.6530,4165.9071,13455.7084,46434.0145,61554.6028,0.0000,138888.3073,5428.5045,12418.0445,17417.4641,88622.6428,2737.0607,96425.7340,63014.1201
!,!,9B05-C-t26-d1,20151123_SJ_OAM1_6460_9B05-C-t26-d1_HLPos_9B05-C-t26-d1_038.d,Sample,,11/24/2015 4:34 PM,0.0000,342.9900,0.0000,39276.0285,32724.0894,0.0000,0.0000,390.6174,7714.6457,0.0000,1374.5501,0.0000,0.0000,97.9950,0.0000,0.0000,247.9714,0.0000,1917.7220,0.0000
!,!,3B10-B-t11-d1,20151123_SJ_OAM1_6460_3B10-B-t11-d1_HLPos_3B10-B-t11-d1_039.d,Sample,,11/24/2015 5:14 PM,0.0000,36288.9673,0.0000,7376.5478,59927.9184,0.0000,0.0000,362.4822,10239.2531,0.0000,1352.1561,0.0000,0.0000,95.4636,0.0000,0.0000,1254.7533,0.0000,1890.9810,0.0000
!,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_040.d,Sample,,11/24/2015 5:55 PM,68147.7200,85489.0122,83898.1104,87582.5443,82499.5504,81764.8207,85399.3319,8595.7616,94153.5298,83549.7563,78655.0384,92930.1600,81308.1622,90432.4304,66480.1028,87802.3713,87551.8518,70803.1119,81911.4490,84529.3994
!,!,9B05-B-t2-d1,20151123_SJ_OAM1_6460_9B05-B-t2-d1_HLPos_9B05-B-t2-d1_041.d,Sample,,11/24/2015 6:36 PM,93532.5812,94752.7651,87624.8472,98738.2509,94955.7309,91757.5911,98991.8781,8466.9914,84631.7272,92062.5249,89265.0638,92533.4156,90660.7030,93126.5603,82209.9949,91599.4107,96144.1965,85166.1882,85159.6165,87036.0179
,!,9B05-B-t8-d1,20151123_SJ_OAM1_6460_9B05-B-t8-d1_HLPos_9B05-B-t8-d1_042.d,Sample,,11/24/2015 7:16 PM,40486.7878,248.0387,26958.7161,49381.8566,53710.6639,0.0000,45879.7270,410.3047,7438.8241,0.0000,35116.8206,0.0000,15605.0183,94.4825,0.0000,0.0000,771.9414,0.0000,1894.5733,0.0000
!,!,3B10-B-t2-d1,20151123_SJ_OAM1_6460_3B10-B-t2-d1_HLPos_3B10-B-t2-d1_043.d,Sample,,11/24/2015 7:57 PM,77168.0557,97099.3841,94494.2419,100173.4056,94400.8811,93581.2269,96266.3288,9080.3426,88735.3367,93658.4613,90194.3200,96532.6217,89860.5822,95866.5824,78223.4917,88584.3066,99679.0307,87170.1037,92330.1022,93899.2534
,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_044.d,Sample,,11/24/2015 8:38 PM,93654.6508,95416.4975,95350.0191,96648.3561,91420.6263,91457.9479,95214.4686,9492.5950,97318.2019,92796.0651,86508.0811,100783.6423,82522.5787,96914.2658,73281.4537,91917.6619,99194.3082,92305.5438,89198.0395,92252.6279
,!,L13-A-t0-d2,20151123_SJ_OAM1_6460_L13-A-t0-d2_HLPos_L13-A-t0-d2_045.d,Sample,,11/24/2015 9:19 PM,74100.3995,95967.5985,95124.6599,97188.1193,94854.0379,92474.0459,95715.8902,9721.7104,111527.1600,94354.4690,92339.5721,106458.4113,95276.3751,111541.5645,76512.7848,105672.8765,113798.5428,114384.9707,98648.8060,97526.9693
,!,3B10-C-t4-d1,20151123_SJ_OAM1_6460_3B10-C-t4-d1_HLPos_3B10-C-t4-d1_047.d,Sample,,11/24/2015 10:40 PM,62573.1325,92069.6797,79903.3037,92757.7363,87782.2240,88434.7440,83295.1012,7349.2065,13523.1434,79192.9370,81672.2570,64377.4412,100990.5275,83083.6971,71505.6935,58283.4807,105028.7622,64251.1274,87954.2574,81254.2030
!,!,3B10-A-t7-d2,20151123_SJ_OAM1_6460_3B10-A-t7-d2_HLPos_3B10-A-t7-d2_048.d,Sample,,11/24/2015 11:21 PM,0.0000,73146.4801,0.0000,55935.3551,74326.6520,41416.5470,0.0000,410.0293,17545.7224,1444.7646,1359.7781,115.9762,30086.9955,122.1753,,0.0000,1862.4199,0.0000,86393.8501,446.7504
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_049.d,Sample,,11/25/2015 12:01 AM,0.0000,273.6019,0.0000,650.2110,0.0000,0.0000,0.0000,352.6574,19365.1544,0.0000,1359.0191,0.0000,0.0000,,0.0000,0.0000,227.8505,,1869.0013,0.0000
,!,9B05-A-t0-d2,20151123_SJ_OAM1_6460_9B05-A-t0-d2_HLPos_9B05-A-t0-d2_050.d,Sample,,11/25/2015 12:42 AM,78238.1295,97777.5286,109901.4715,100159.3984,92965.2081,94824.0019,98838.6918,9909.0138,99769.7092,97568.6215,93405.4591,103960.8744,97447.1444,102114.3754,86331.7923,102179.4515,105246.4848,100575.9206,97552.2464,96566.0218
!,!,L13-A-t11-d2,20151123_SJ_OAM1_6460_L13-A-t11-d2_HLPos_L13-A-t11-d2_051.d,Sample,,11/25/2015 1:23 AM,0.0000,226.8478,0.0000,936.3421,41420.7849,0.0000,0.0000,343.0710,4837.9475,0.0000,1355.6138,0.0000,0.0000,88.6703,0.0000,0.0000,224.7147,0.0000,1884.4380,0.0000
,!,L13-A-t2-d2,20151123_SJ_OAM1_6460_L13-A-t2-d2_HLPos_L13-A-t2-d2_052.d,Sample,,11/25/2015 2:03 AM,71577.1239,87356.7519,86049.0613,86636.1771,85973.0010,84011.4122,89273.4358,8802.3177,81724.3100,86534.4203,85114.1301,91686.8163,88061.5547,88934.0405,77817.8860,90988.1315,97102.3897,97683.9585,85560.5447,84457.4896
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_053.d,Sample,,11/25/2015 2:44 AM,0.0000,271.4908,0.0000,644.2101,0.0000,0.0000,0.0000,350.8419,27801.7740,0.0000,1356.9690,0.0000,0.0000,95.0387,0.0000,0.0000,240.5531,,1851.3674,0.0000
,!,L13-A-t4-d2,20151123_SJ_OAM1_6460_L13-A-t4-d2_HLPos_L13-A-t4-d2_054.d,Sample,,11/25/2015 3:25 AM,69925.1303,82347.5060,95345.5461,81330.6982,86869.5307,72851.2214,88518.4945,8629.1055,78450.0224,80444.9099,83838.5256,64264.7046,95847.2483,68417.1004,85619.9387,86741.1218,92401.5731,93641.8896,80455.9724,78000.3201
!,!,3B10-C-t0-d1,20151123_SJ_OAM1_6460_3B10-C-t0-d1_HLPos_3B10-C-t0-d1_055.d,Sample,,11/25/2015 4:06 AM,78471.8801,97167.1775,108714.0835,94346.5020,91898.7308,93731.8389,97842.2021,9343.0256,93194.4948,94637.8130,87187.5416,97039.0456,87764.7036,85810.8423,83591.6769,86717.7479,90694.9035,74208.4263,83559.3073,87836.2153
,!,L13-C-t4-d1,20151123_SJ_OAM1_6460_L13-C-t4-d1_HLPos_L13-C-t4-d1_056.d,Sample,,11/25/2015 4:46 AM,67384.3481,84537.8338,86815.9178,83656.6918,86128.5679,73663.9296,89502.0756,9268.6888,77262.3132,80120.3890,82194.0278,68319.3525,87230.5701,58010.2602,72515.0299,76225.9498,83427.3194,67170.7932,74969.6384,74606.8260
,!,3B10-A-t8-d2,20151123_SJ_OAM1_6460_3B10-A-t8-d2_HLPos_3B10-A-t8-d2_057.d,Sample,,11/25/2015 5:27 AM,0.0000,62606.1564,0.0000,38768.2722,73123.4814,10433.4269,0.0000,390.1064,16488.9404,350.1262,1368.3180,237.9003,0.0000,123.1080,0.0000,0.0000,1893.9385,0.0000,46260.4366,436.1063
!,!,9B05-A-t8-d2,20151123_SJ_OAM1_6460_9B05-A-t8-d2_HLPos_9B05-A-t8-d2_058.d,Sample,,11/25/2015 6:08 AM,39042.2417,298.1920,31056.5741,47672.6409,51025.9106,0.0000,45536.6232,394.0753,8059.3322,0.0000,34802.7616,180.0617,16772.2922,144.3937,0.0000,0.0000,854.9020,0.0000,1957.2832,0.0000
!,!,3B10-A-t3-d2,20151123_SJ_OAM1_6460_3B10-A-t3-d2_HLPos_3B10-A-t3-d2_059.d,Sample,,11/25/2015 6:48 AM,66767.0499,94511.3196,83111.3461,96440.6489,87516.0498,90436.7525,90779.3324,8900.0267,21356.1567,90842.9809,87476.6398,89158.7663,97398.0993,96546.0726,73193.3208,82414.0950,110557.9468,91279.9720,91153.1713,90916.9436
!,!,L13-B-t9-d1,20151123_SJ_OAM1_6460_L13-B-t9-d1_HLPos_L13-B-t9-d1_060.d,Sample,,11/25/2015 7:29 AM,7109.9534,234.8828,11760.2702,935.7016,60064.2517,0.0000,29870.3880,360.8375,5429.9711,22.8473,22382.5075,0.0000,21565.7697,91.9671,0.0000,0.0000,1209.2472,0.0000,1907.1860,0.0000
,!,L13-C-t5-d1,20151123_SJ_OAM1_6460_L13-C-t5-d1_HLPos_L13-C-t5-d1_061.d,Sample,,11/25/2015 8:10 AM,66518.1140,79516.8857,92215.1277,81748.9998,87448.8451,67525.4685,86808.4935,9222.7273,74859.7520,66368.7798,81185.3874,22034.9161,128564.2227,25448.8446,63824.0918,84196.8915,81553.2037,68807.0276,81873.0245,72989.8524
,!,3B10-B-t3-d1,20151123_SJ_OAM1_6460_3B10-B-t3-d1_HLPos_3B10-B-t3-d1_062.d,Sample,,11/25/2015 8:50 AM,68867.4782,94768.0603,100848.1921,95911.1026,90207.2879,89534.9832,90803.4159,8531.2231,17548.0315,89442.5720,84116.9388,86977.7264,91503.8924,87193.9871,68343.1588,73570.0973,102693.1853,79772.2769,87018.1141,88114.6793
!,!,9B05-C-t7-d1,20151123_SJ_OAM1_6460_9B05-C-t7-d1_HLPos_9B05-C-t7-d1_063.d,Sample,,11/25/2015 9:31 AM,56004.5575,22065.4543,43557.8606,56001.2570,65895.3063,0.0000,63128.2722,5826.4605,9535.8089,44.2618,48646.0995,0.0000,64636.9781,98.7540,0.0000,0.0000,1882.7323,0.0000,44712.9885,141.2861
!,!,3B10-C-t11-d1,20151123_SJ_OAM1_6460_3B10-C-t11-d1_HLPos_3B10-C-t11-d1_064.d,Sample,,11/25/2015 10:12 AM,0.0000,39000.7835,0.0000,6041.3897,65287.3503,0.0000,0.0000,364.7033,10696.9931,0.0000,1357.6937,0.0000,0.0000,98.3128,0.0000,0.0000,1402.1069,0.0000,1934.7080,0.0000
!,!,L13-A-t8-d2,20151123_SJ_OAM1_6460_L13-A-t8-d2_HLPos_L13-A-t8-d2_065.d,Sample,,11/25/2015 10:53 AM,51445.4294,240.7104,31552.6781,27683.6205,63724.1594,0.0000,51157.8834,425.7170,6593.2712,207.2604,35375.9412,0.0000,77555.1716,92.0242,0.0000,0.0000,1212.4321,0.0000,2841.2663,0.0000
!,!,L13-C-t8-d1,20151123_SJ_OAM1_6460_L13-C-t8-d1_HLPos_L13-C-t8-d1_067.d,Sample,,11/25/2015 11:20 PM,49230.1615,237.8604,31293.0550,27376.6605,64943.8011,0.0000,53936.2885,431.8328,6285.1608,220.7377,35069.9240,0.0000,80192.7060,92.5442,0.0000,0.0000,1280.1783,0.0000,2362.5073,0.0000
!,!,L13-A-t26-d1,20151123_SJ_OAM1_6460_L13-A-t26-d1_HLPos_L13-A-t26-d1_068.d,Sample,,11/26/2015 12:01 AM,0.0000,339.9871,0.0000,730.7932,26204.0188,0.0000,0.0000,366.6060,5604.0024,0.0000,1357.4362,0.0000,0.0000,95.0288,0.0000,0.0000,214.4718,,1840.3820,0.0000
,!,3B10-A-t26-d1,20151123_SJ_OAM1_6460_3B10-A-t26-d1_HLPos_3B10-A-t26-d1_069.d,Sample,,11/26/2015 12:41 AM,0.0000,26668.0714,0.0000,4239.4189,25158.9010,33.9855,0.0000,1581.9126,10227.3435,698.3018,1436.0731,1417.3505,0.0000,268.4466,0.0000,0.0000,5530.9951,38.3140,3932.1063,0.0000
,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_071.d,Sample,,11/26/2015 1:22 AM,73827.7460,93433.8288,87157.3383,93421.3066,88868.3927,90965.1708,93054.7263,9777.9346,98158.4114,91750.2261,85132.7381,97775.0132,86188.8608,92079.7075,78890.9692,89353.9207,96916.6413,85747.7135,87200.6615,87445.6116
!,!,L13-B-t6-d1,20151123_SJ_OAM1_6460_L13-B-t6-d1_HLPos_L13-B-t6-d1_073.d,Sample,,11/26/2015 2:03 AM,61131.2244,66508.7120,71065.3985,68999.7542,84004.8213,37478.7129,82226.1405,9119.4609,57638.3605,32781.2608,71324.9619,0.0000,126713.3030,105.4041,38712.1343,52767.3059,19534.8557,10037.3736,75932.3538,55561.7058
!,!,L13-B-t4-d1,20151123_SJ_OAM1_6460_L13-B-t4-d1_HLPos_L13-B-t4-d1_075.d,Sample,,11/26/2015 2:44 AM,68116.9063,83351.5467,95944.6751,81596.0625,87344.6969,77701.3683,87224.9841,8905.9944,79310.9483,79297.7869,80833.6767,68811.3058,86059.4274,57493.9964,69950.1430,75475.5862,67838.3367,43859.2705,75686.1544,75128.9279
,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_077.d,Sample,,11/26/2015 3:24 AM,70624.7108,94967.5064,94755.2856,96171.3951,88738.7467,92426.5693,93472.7093,10176.1055,94572.1490,92568.3928,87267.0984,103751.5025,87761.6172,99244.1041,68440.4243,93759.4415,103168.9163,90806.2483,88623.2475,91071.4678
!,!,3B10-C-t26-d1,20151123_SJ_OAM1_6460_3B10-C-t26-d1_HLPos_3B10-C-t26-d1_078.d,Sample,,11/26/2015 4:05 AM,0.0000,24607.2421,0.0000,,28493.2073,0.0000,0.0000,2058.0323,10540.7964,613.4350,1416.6261,1369.3887,0.0000,269.5082,0.0000,0.0000,6237.9909,141.1208,4627.3419,39.3244
!,!,L13-A-t10-d2,20151123_SJ_OAM1_6460_L13-A-t10-d2_HLPos_L13-A-t10-d2_083.d,Sample,,11/26/2015 4:46 AM,0.0000,227.7616,0.0000,867.4601,50185.2872,0.0000,0.0000,346.7805,5084.2731,0.0000,3044.3225,0.0000,0.0000,91.6653,0.0000,0.0000,230.0166,0.0000,1839.9124,0.0000
!,!,L13-B-t11-d1,20151123_SJ_OAM1_6460_L13-B-t11-d1_HLPos_L13-B-t11-d1_085.d,Sample,,11/26/2015 5:26 AM,0.0000,224.1808,0.0000,680.0232,40075.1066,0.0000,0.0000,343.2606,4505.2870,0.0000,1350.2304,0.0000,0.0000,88.4688,0.0000,0.0000,217.8172,,1842.2545,0.0000
,!,L13-C-t2-d1,20151123_SJ_OAM1_6460_L13-C-t2-d1_HLPos_L13-C-t2-d1_088.d,Sample,,11/26/2015 6:48 AM,73234.0413,89530.8123,85742.3706,87603.4338,92061.2500,90078.5854,92423.5688,9316.3218,81458.4132,89421.3940,86798.3222,91940.9781,84785.1728,77415.1779,83058.1954,81336.3263,89406.9245,72904.7691,81066.9746,83790.9602
!,!,L13-A-t3-d2,20151123_SJ_OAM1_6460_L13-A-t3-d2_HLPos_L13-A-t3-d2_090.d,Sample,,11/26/2015 7:28 AM,73910.5220,84667.9108,84102.9163,82843.1993,90711.3060,82731.7049,87433.7841,7916.9831,71135.5852,82891.3478,80990.5126,80510.5723,84493.4986,72105.5145,83337.4390,77078.1312,81030.7561,66675.3483,73425.1182,76608.1585
!,!,L13-C-t26-d1,20151123_SJ_OAM1_6460_L13-C-t26-d1_HLPos_L13-C-t26-d1_092.d,Sample,,11/26/2015 8:09 AM,0.0000,392.4753,0.0000,939.8959,27957.0170,0.0000,0.0000,370.2979,7455.2856,0.0000,1364.5529,0.0000,0.0000,100.9316,0.0000,0.0000,228.7982,0.0000,1900.1395,0.0000
!,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_093.d,Sample,,11/26/2015 8:50 AM,75145.4548,95394.8515,87740.8089,96037.9475,91655.2545,93767.9222,93906.3972,9661.6267,94157.2617,91663.7196,83064.6899,96095.6987,77915.8002,81612.6062,78833.0682,81208.9637,89913.8237,69857.2028,82066.2674,86461.1491
,!,L13-B-t10-d1,20151123_SJ_OAM1_6460_L13-B-t10-d1_HLPos_L13-B-t10-d1_095.d,Sample,,11/26/2015 9:31 AM,0.0000,227.7419,0.0000,905.0593,49966.5919,0.0000,0.0000,346.4559,4644.1887,0.0000,2980.2319,0.0000,0.0000,89.9322,0.0000,0.0000,249.8541,0.0000,1867.7207,0.0000
,!,L13-C-t3-d1,20151123_SJ_OAM1_6460_L13-C-t3-d1_HLPos_L13-C-t3-d1_098.d,Sample,,11/26/2015 10:11 AM,69044.1739,86822.7599,87712.8719,83999.1174,90738.0068,79304.0872,87242.3998,8389.0489,74547.6816,75988.4704,72764.7626,75565.8711,74974.8229,63177.4016,72849.4507,68501.3451,74588.6977,55906.4220,66681.1671,70019.3798
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_100.d,Sample,,11/26/2015 10:52 AM,0.0000,272.8848,0.0000,649.1275,0.0000,0.0000,0.0000,352.2152,23447.0471,0.0000,1358.3247,0.0000,0.0000,93.6579,0.0000,0.0000,236.3663,0.0000,1851.1964,0.0000
!,!,L13-C-t12-d1,20151123_SJ_OAM1_6460_L13-C-t12-d1_HLPos_L13-C-t12-d1_101.d,Sample,,11/26/2015 11:33 AM,0.0000,225.3220,0.0000,1416.7840,37990.5086,0.0000,0.0000,341.6629,5260.2529,0.0000,1352.3878,0.0000,0.0000,88.3630,0.0000,0.0000,211.5019,,1838.1259,0.0000
,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_104.d,Sample,,11/26/2015 12:13 PM,74810.2878,94947.2356,88311.3021,97117.6848,90911.0943,95451.2288,92522.4931,9243.1758,83806.1310,93359.4483,83557.3640,90919.7501,80792.7806,77071.2405,85917.8578,77198.3811,82319.8732,62185.5082,75254.6939,86654.3078
!,!,L13-C-t10-d1,20151123_SJ_OAM1_6460_L13-C-t10-d1_HLPos_L13-C-t10-d1_105.d,Sample,,11/26/2015 12:54 PM,0.0000,226.0974,0.0000,844.2684,53019.1661,0.0000,0.0000,344.6157,4995.8037,0.0000,2499.2752,0.0000,0.0000,89.9572,0.0000,0.0000,279.5255,0.0000,1862.5059,0.0000
!,!,L13-B-t3-d1,20151123_SJ_OAM1_6460_L13-B-t3-d1_HLPos_L13-B-t3-d1_110.d,Sample,,11/26/2015 2:16 PM,70044.7472,88042.7834,83976.5405,87269.5254,91792.2960,86334.7886,90043.4569,8748.5157,79446.9534,86001.0451,83833.1708,80255.8370,80742.2670,69563.0060,90150.8385,75886.7243,75636.1037,62933.8361,78890.9334,80547.0578
!,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_111.d,Sample,,11/26/2015 2:56 PM,76366.0072,100371.3865,88455.2985,95083.7221,93514.3819,97782.0036,95935.6258,10194.1828,106706.6665,94981.7006,86496.7202,95649.5139,84783.2543,81174.3964,88107.9672,82278.8589,83629.3648,68278.2603,86602.5634,91546.0284
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_115.d,Sample,,11/26/2015 3:37 PM,0.0000,278.2825,0.0000,649.9487,0.0000,0.0000,0.0000,353.7277,28964.4804,0.0000,1358.8772,,0.0000,98.8126,0.0000,0.0000,240.0241,0.0000,1857.8181,0.0000
,!,H2O-x-t26-x,20151123_SJ_OAM1_6460_H2O-x-t26-x_HLPos_H2O-x-t26-x_116.d,Sample,,11/26/2015 4:18 PM,0.0000,273.5453,0.0000,643.8621,0.0000,0.0000,0.0000,352.3189,24556.6795,0.0000,1356.3680,0.0000,0.0000,95.0335,0.0000,0.0000,214.0471,0.0000,1835.2241,0.0000
,!,L13-A-t6-d2,20151123_SJ_OAM1_6460_L13-A-t6-d2_HLPos_L13-A-t6-d2_122.d,Sample,,11/26/2015 4:58 PM,73605.7270,64707.3544,80147.1957,66527.2864,84418.8382,37788.1507,80771.4749,8521.5041,57347.0328,30900.0722,69937.4653,0.0000,125071.5032,100.5732,39850.4417,47852.7687,17732.5975,9639.2514,75031.3748,52893.4443
!,!,L13-A-t12-d2,20151123_SJ_OAM1_6460_L13-A-t12-d2_HLPos_L13-A-t12-d2_124.d,Sample,,11/26/2015 5:39 PM,0.0000,226.6485,0.0000,1368.3334,39007.8485,0.0000,0.0000,341.7508,5092.0303,0.0000,1354.3333,0.0000,0.0000,90.6027,0.0000,0.0000,209.4351,0.0000,1874.9562,0.0000
,!,L13-A-t7-d2,20151123_SJ_OAM1_6460_L13-A-t7-d2_HLPos_L13-A-t7-d2_125.d,Sample,,11/26/2015 6:20 PM,67446.8499,36827.7540,64452.1991,45413.3436,80542.8093,0.0000,74822.2754,7920.5980,32020.0860,397.2273,58219.5499,0.0000,99844.9677,90.1917,0.0000,3499.3206,1451.0955,0.0000,62482.5971,0.0000
,!,medB-x-t0-x,20151123_SJ_OAM1_6460_medB-x-t0-x_HLPos_medB-x-t0-x_126.d,Sample,,11/26/2015 7:00 PM,87768.8622,95902.8458,86246.9599,96312.6845,90727.8006,94416.3843,92350.6893,9578.4263,97136.9268,90970.6788,83343.2234,95022.3274,81786.8759,80987.8979,80186.5352,80497.4571,78729.6422,54626.5821,82242.5122,86024.9055
!,!,L13-C-t0-d1,20151123_SJ_OAM1_6460_L13-C-t0-d1_HLPos_L13-C-t0-d1_127.d,Sample,,11/26/2015 7:41 PM,87677.0045,93876.3496,90996.9641,88292.1939,88072.1207,90661.6067,89662.4374,10070.2752,119577.0087,89027.7877,85225.1739,99276.4469,86410.2747,98323.7793,70701.6155,91821.8263,89069.7019,70101.8413,87182.8504,86864.8055
!,!,L13-B-t12-d1,20151123_SJ_OAM1_6460_L13-B-t12-d1_HLPos_L13-B-t12-d1_133.d,Sample,,11/26/2015 9:03 PM,0.0000,224.6932,0.0000,1040.6071,36271.4281,0.0000,0.0000,341.5155,5197.6011,0.0000,1353.3022,0.0000,0.0000,91.0450,,0.0000,204.7853,0.0000,1846.8131,0.0000
!,!,L13-C-t11-d1,20151123_SJ_OAM1_6460_L13-C-t11-d1_HLPos_L13-C-t11-d1_134.d,Sample,,11/26/2015 9:43 PM,0.0000,224.8296,0.0000,994.4539,43298.5597,0.0000,0.0000,341.7894,4483.5667,0.0000,1350.3012,0.0000,0.0000,91.2151,0.0000,0.0000,223.6048,,1832.2676,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_135.d,Sample,,11/26/2015 10:24 PM,0.0000,273.0577,0.0000,637.1555,0.0000,0.0000,0.0000,352.9783,18908.6733,0.0000,1356.8977,0.0000,0.0000,94.7763,0.0000,0.0000,213.0871,0.0000,1836.1414,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_139.d,Sample,,11/26/2015 11:05 PM,0.0000,273.3235,0.0000,704.0227,0.0000,0.0000,0.0000,353.0564,21749.6434,0.0000,1358.0727,0.0000,0.0000,,0.0000,0.0000,208.9033,0.0000,1833.6276,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_140.d,Sample,,11/26/2015 11:45 PM,0.0000,271.4398,0.0000,652.5309,0.0000,0.0000,0.0000,352.2376,16251.0466,0.0000,1356.2409,0.0000,0.0000,94.0639,0.0000,0.0000,188.9859,0.0000,1849.9034,0.0000
!,!,L13-A-t9-d2,20151123_SJ_OAM1_6460_L13-A-t9-d2_HLPos_L13-A-t9-d2_142.d,Sample,,11/27/2015 12:26 AM,7692.0563,232.7333,12340.5169,645.8064,59067.1878,0.0000,29375.8425,358.5309,5463.6171,0.0000,20993.4928,0.0000,23848.7631,90.9898,0.0000,0.0000,942.2647,0.0000,1838.0346,0.0000
!,!,L13-B-t26-d1,20151123_SJ_OAM1_6460_L13-B-t26-d1_HLPos_L13-B-t26-d1_143.d,Sample,,11/27/2015 1:07 AM,0.0000,342.6500,0.0000,821.0924,23046.1149,0.0000,0.0000,359.3112,5782.2875,0.0000,1349.5667,0.0000,0.0000,93.2602,0.0000,0.0000,186.7326,0.0000,1839.6176,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_145.d,Sample,,11/27/2015 1:47 AM,0.0000,274.8708,0.0000,638.0414,0.0000,0.0000,0.0000,352.6306,21350.2752,0.0000,1355.8406,0.0000,0.0000,,,0.0000,206.1621,0.0000,1826.5067,0.0000
!,!,9B05-B-t26-d1,20151123_SJ_OAM1_6460_9B05-B-t26-d1_HLPos_9B05-B-t26-d1_147.d,Sample,,11/27/2015 3:09 AM,0.0000,340.8000,0.0000,39878.2113,33684.8485,0.0000,0.0000,399.2505,6980.4702,0.0000,1372.4838,0.0000,0.0000,96.3484,,0.0000,197.5989,0.0000,1845.6105,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_148.d,Sample,,11/27/2015 3:50 AM,0.0000,265.8037,0.0000,680.9301,0.0000,0.0000,0.0000,350.9890,14610.0528,0.0000,1356.4591,0.0000,0.0000,93.9426,,0.0000,199.1573,0.0000,1824.3242,0.0000
!,!,L13-A-t5-d2,20151123_SJ_OAM1_6460_L13-A-t5-d2_HLPos_L13-A-t5-d2_149.d,Sample,,11/27/2015 4:30 AM,66842.3319,77440.9461,75996.0376,76152.3618,87597.1280,69472.8970,85671.0137,8472.4310,64422.0478,68817.3317,78630.7663,16296.8857,111212.4485,19530.4983,74668.4251,74609.7267,55934.6512,42821.8598,61622.8861,66238.8786
,!,L13-C-t7-d1,20151123_SJ_OAM1_6460_L13-C-t7-d1_HLPos_L13-C-t7-d1_150.d,Sample,,11/27/2015 5:11 AM,63503.3283,35929.8000,59418.4191,54579.8897,83676.5344,0.0000,78455.8329,8038.5274,27648.7609,409.8306,56814.1171,0.0000,99236.4578,90.0334,0.0000,3917.2217,1559.6618,0.0000,64400.7726,0.0000
!,!,H2O-x-t0-x,20151123_SJ_OAM1_6460_H2O-x-t0-x_HLPos_H2O-x-t0-x_151.d,Sample,,11/27/2015 5:52 AM,0.0000,272.0364,0.0000,708.4535,0.0000,0.0000,0.0000,351.9958,18322.3090,0.0000,1358.6173,0.0000,0.0000,93.9553,0.0000,0.0000,199.8773,0.0000,1883.8285,0.0000
